customer_id,predicted_clv,churn_probability,segment,action,offer
87,1.31756,0.0183618510554334,Champions,Reward Loyalty,Exclusive VIP Access
88,-0.25068262,0.7371273936589695,At Risk,Re-engagement Campaign,15% Discount
89,-0.46750122,0.4428331468116375,Drifting,Reconnect,Usage Tips
90,-0.4881507,0.8300328482215542,Hibernating,Win-back,We Miss You Offer
91,-0.42776647,0.90245047188817,At Risk,Re-engagement Campaign,15% Discount
92,2.3165948,0.0371789407009104,Champions,Reward Loyalty,Exclusive VIP Access
93,-0.4714331,0.918843007579746,Hibernating,Win-back,We Miss You Offer
94,-0.47755972,0.7976114133580023,Hibernating,Win-back,We Miss You Offer
95,-0.4172487,0.6193604331564647,Need Attention,Nurture,Product Recommendations
96,-0.37433222,0.7149876365562503,At Risk,Re-engagement Campaign,15% Discount
97,4.1550364,0.0116614775439511,Champions,Reward Loyalty,Exclusive VIP Access
98,-0.20881675,0.3233387194928221,Need Attention,Nurture,Product Recommendations
99,-0.48736304,0.2156277077011715,Potential Loyalists,Onboarding,Welcome Guide
100,-0.48568156,0.9177565447162058,Hibernating,Win-back,We Miss You Offer
101,-0.48740897,0.7474646911356289,Hibernating,Win-back,We Miss You Offer
102,1.8831685,0.0054988138584015,Champions,Reward Loyalty,Exclusive VIP Access
103,-0.030395791,0.5836794251843953,At Risk High,Personal Outreach,Free Shipping + 10% Off
104,-0.47778514,0.8982024571317937,Hibernating,Win-back,We Miss You Offer
105,-0.44779888,0.4497789447928471,Drifting,Reconnect,Usage Tips
106,-0.026775682,0.2299661317037505,Champions,Reward Loyalty,Exclusive VIP Access
107,-0.35975468,0.7089986935702935,At Risk,Re-engagement Campaign,15% Discount
108,1.4936343,0.0066649145295587,Champions,Reward Loyalty,Exclusive VIP Access
109,-0.4957077,0.894538708196079,Hibernating,Win-back,We Miss You Offer
110,-0.42694345,0.8025655810145267,At Risk,Re-engagement Campaign,15% Discount
111,-0.46537453,0.926506247821104,Hibernating,Win-back,We Miss You Offer
112,-0.44573113,0.0529095663975698,Potential Loyalists,Onboarding,Welcome Guide
113,-0.43032023,0.2984279326369335,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
114,-0.46168938,0.0975748230444245,Potential Loyalists,Onboarding,Welcome Guide
115,-0.47674263,0.5956829792244136,Drifting,Reconnect,Usage Tips
116,-0.49461138,0.8998499174056133,Hibernating,Win-back,We Miss You Offer
117,-0.19602823,0.0225279640410824,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
118,-0.4857058,0.8786980732333034,Hibernating,Win-back,We Miss You Offer
119,-0.32369408,0.5308959714057102,Need Attention,Nurture,Product Recommendations
120,-0.23861061,0.5066263027236557,Need Attention,Nurture,Product Recommendations
121,2.7074246,0.0411081152616193,Champions,Reward Loyalty,Exclusive VIP Access
122,-0.030573485,0.2544640173614013,Champions,Reward Loyalty,Exclusive VIP Access
123,-0.47496662,0.6608349045154833,Drifting,Reconnect,Usage Tips
124,-0.49102136,0.8714739449492213,Hibernating,Win-back,We Miss You Offer
125,-0.47106212,0.901592980458712,Hibernating,Win-back,We Miss You Offer
126,1.4864352,0.173375601224847,Champions,Reward Loyalty,Exclusive VIP Access
127,-0.31914693,0.3948218498301223,Need Attention,Nurture,Product Recommendations
128,-0.27681044,0.4742675770806247,Need Attention,Nurture,Product Recommendations
129,0.53409296,0.0427693296856987,Champions,Reward Loyalty,Exclusive VIP Access
130,1.2222446,0.015743393452395,Champions,Reward Loyalty,Exclusive VIP Access
131,1.4537193,0.0525589428430842,Champions,Reward Loyalty,Exclusive VIP Access
132,-0.4744251,0.851476163121517,Hibernating,Win-back,We Miss You Offer
133,0.7285949,0.138174320774006,Champions,Reward Loyalty,Exclusive VIP Access
134,-0.41265363,0.6143695111062573,Need Attention,Nurture,Product Recommendations
135,-0.48563573,0.9372771497112378,Hibernating,Win-back,We Miss You Offer
136,2.9193594,0.0565760773727479,Champions,Reward Loyalty,Exclusive VIP Access
137,1.3579564,0.0979191686318248,Champions,Reward Loyalty,Exclusive VIP Access
138,-0.46674544,0.8524099673029099,Hibernating,Win-back,We Miss You Offer
139,-0.43351108,0.9055695851449128,At Risk,Re-engagement Campaign,15% Discount
140,0.08841437,0.2005653170773361,Champions,Reward Loyalty,Exclusive VIP Access
141,-0.46906978,0.7892594703668857,Hibernating,Win-back,We Miss You Offer
142,-0.47972956,0.9032175021426962,Hibernating,Win-back,We Miss You Offer
143,2.8297105,0.039760357900389,Champions,Reward Loyalty,Exclusive VIP Access
144,0.11363833,0.0074472796411705,Champions,Reward Loyalty,Exclusive VIP Access
145,-0.47245517,0.9500950532172664,Hibernating,Win-back,We Miss You Offer
146,-0.067807764,0.4893445240484274,Need Attention,Nurture,Product Recommendations
147,-0.13333246,0.1672091650472785,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
148,-0.41451654,0.4827337550520108,Need Attention,Nurture,Product Recommendations
149,2.7415273,0.0841646375777542,Champions,Reward Loyalty,Exclusive VIP Access
150,-0.3148743,0.2610253625675,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
151,0.037363086,0.2401979444861314,Champions,Reward Loyalty,Exclusive VIP Access
152,-0.445305,0.1186661996668261,Potential Loyalists,Onboarding,Welcome Guide
153,-0.23676756,0.3653251076612944,Need Attention,Nurture,Product Recommendations
154,-0.43712425,0.8259359599283077,At Risk,Re-engagement Campaign,15% Discount
155,2.697596,0.6351750737219196,At Risk High,Personal Outreach,Free Shipping + 10% Off
156,-0.4138884,0.9485630177104486,At Risk,Re-engagement Campaign,15% Discount
157,-0.47252533,0.9256464819359006,Hibernating,Win-back,We Miss You Offer
158,-0.47746947,0.928409623222192,Hibernating,Win-back,We Miss You Offer
159,-0.4555878,0.7773171601749369,Hibernating,Win-back,We Miss You Offer
160,-0.272944,0.2761007626131179,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
161,-0.46752545,0.6726956191204932,Drifting,Reconnect,Usage Tips
162,-0.24700424,0.5463261311056907,Need Attention,Nurture,Product Recommendations
163,-0.3853532,0.0184294172224508,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
164,4.8745666,0.0306831635994864,Champions,Reward Loyalty,Exclusive VIP Access
165,2.6845396,0.0116853939156355,Champions,Reward Loyalty,Exclusive VIP Access
166,0.18465748,0.1876722289833321,Champions,Reward Loyalty,Exclusive VIP Access
167,-0.48960546,0.6471183341248476,Drifting,Reconnect,Usage Tips
168,-0.48043463,0.922152499403592,Hibernating,Win-back,We Miss You Offer
169,-0.35402858,0.0251210373987145,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
170,-0.15410365,0.3130333252638361,Need Attention,Nurture,Product Recommendations
171,-0.4896756,0.9091625947715234,Hibernating,Win-back,We Miss You Offer
172,-0.4324429,0.9260333886945352,At Risk,Re-engagement Campaign,15% Discount
173,-0.4793254,0.8768656002790762,Hibernating,Win-back,We Miss You Offer
174,0.5271126,0.0217068693546698,Champions,Reward Loyalty,Exclusive VIP Access
175,-0.48347214,0.7020309819835159,Hibernating,Win-back,We Miss You Offer
176,-0.07405303,0.4324667475125103,Need Attention,Nurture,Product Recommendations
177,-0.23071288,0.0595901796596983,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
178,-0.40178126,0.0180067606837938,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
179,-0.4225532,0.5340867008513581,Need Attention,Nurture,Product Recommendations
180,-0.16262645,0.5965694388501329,Need Attention,Nurture,Product Recommendations
181,-0.47166872,0.8145717894174348,Hibernating,Win-back,We Miss You Offer
182,-0.49650383,0.3616480869450758,Drifting,Reconnect,Usage Tips
183,-0.093572386,0.535902301133744,Need Attention,Nurture,Product Recommendations
184,-0.44393948,0.0682189201658616,Potential Loyalists,Onboarding,Welcome Guide
185,2.0405278,0.1097561881778407,Champions,Reward Loyalty,Exclusive VIP Access
186,2.4135334,0.0041202566534184,Champions,Reward Loyalty,Exclusive VIP Access
187,-0.13554971,0.4313240943214112,Need Attention,Nurture,Product Recommendations
188,-0.3017432,0.1332052437968398,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
189,-0.45182317,0.4417445661251179,Drifting,Reconnect,Usage Tips
190,-0.11483616,0.0435362770958272,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
191,-0.4313451,0.6086279336021087,Need Attention,Nurture,Product Recommendations
192,2.1462858,0.107672345934654,Champions,Reward Loyalty,Exclusive VIP Access
193,-0.43132502,0.8471135000227707,At Risk,Re-engagement Campaign,15% Discount
194,-0.4642284,0.6658779285308338,Drifting,Reconnect,Usage Tips
195,4.9019012,0.0193391749780913,Champions,Reward Loyalty,Exclusive VIP Access
196,-0.47702393,0.1177815265799593,Potential Loyalists,Onboarding,Welcome Guide
197,-0.46306232,0.929459991413332,Hibernating,Win-back,We Miss You Offer
198,-0.48274976,0.9389674037736248,Hibernating,Win-back,We Miss You Offer
199,4.682928,0.0540368777641833,Champions,Reward Loyalty,Exclusive VIP Access
200,-0.17288537,0.2966771449473473,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
201,0.21140736,0.1516756695766313,Champions,Reward Loyalty,Exclusive VIP Access
202,-0.48280805,0.8698851818074972,Hibernating,Win-back,We Miss You Offer
203,-0.30283603,0.5342934298927099,Need Attention,Nurture,Product Recommendations
204,-0.28121236,0.6044188222895016,Need Attention,Nurture,Product Recommendations
205,-0.47562063,0.3981958079397089,Drifting,Reconnect,Usage Tips
206,-0.40172315,0.2207666550674965,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
207,-0.33732775,0.2477650612446671,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
208,-0.44970134,0.0885801478477355,Potential Loyalists,Onboarding,Welcome Guide
209,-0.45391494,0.7301677994863401,Hibernating,Win-back,We Miss You Offer
210,-0.45851988,0.8170901830828273,Hibernating,Win-back,We Miss You Offer
211,-0.006455274,0.5818855341962125,At Risk High,Personal Outreach,Free Shipping + 10% Off
212,-0.32337794,0.5586640934251005,Need Attention,Nurture,Product Recommendations
213,-0.1191127,0.017505903595859,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
214,1.410046,0.4297397197320742,At Risk High,Personal Outreach,Free Shipping + 10% Off
215,-0.46770522,0.9248866014813688,Hibernating,Win-back,We Miss You Offer
216,-0.47266573,0.875028017289962,Hibernating,Win-back,We Miss You Offer
217,1.0080587,0.4639846394910694,At Risk High,Personal Outreach,Free Shipping + 10% Off
218,-0.48736304,0.1154452217132659,Potential Loyalists,Onboarding,Welcome Guide
219,-0.39011377,0.6562996143784422,Need Attention,Nurture,Product Recommendations
220,-0.4988278,0.9104705726318716,Hibernating,Win-back,We Miss You Offer
221,-0.2876301,0.6921947586383068,Need Attention,Nurture,Product Recommendations
222,-0.43746883,0.9325400713658156,At Risk,Re-engagement Campaign,15% Discount
223,-0.47778192,0.8085193411245176,Hibernating,Win-back,We Miss You Offer
224,-0.47403488,0.8964156373930358,Hibernating,Win-back,We Miss You Offer
225,-0.4805899,0.8827622524694266,Hibernating,Win-back,We Miss You Offer
226,-0.45823118,0.9174106969515976,Hibernating,Win-back,We Miss You Offer
227,-0.11923421,0.3565713691153143,Need Attention,Nurture,Product Recommendations
228,3.1702557,0.039444005436037,Champions,Reward Loyalty,Exclusive VIP Access
229,-0.4896756,0.841843517228106,Hibernating,Win-back,We Miss You Offer
230,0.039789032,0.1778429130366779,Champions,Reward Loyalty,Exclusive VIP Access
231,-0.20288701,0.2718452363060508,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
232,-0.28245878,0.4608309569424758,Need Attention,Nurture,Product Recommendations
233,-0.44069636,0.7143036099664204,At Risk,Re-engagement Campaign,15% Discount
234,-0.49716976,0.9252638789660136,Hibernating,Win-back,We Miss You Offer
235,-0.38453883,0.4822865646014306,Need Attention,Nurture,Product Recommendations
236,3.3502262,0.0207304904416192,Champions,Reward Loyalty,Exclusive VIP Access
237,-0.48274976,0.1123469755982511,Potential Loyalists,Onboarding,Welcome Guide
238,-0.49723992,0.8876160146044747,Hibernating,Win-back,We Miss You Offer
239,-0.19412372,0.3319259937774963,Need Attention,Nurture,Product Recommendations
240,-0.43128163,0.9579031869675404,At Risk,Re-engagement Campaign,15% Discount
241,0.89413166,0.0138881372381628,Champions,Reward Loyalty,Exclusive VIP Access
242,-0.46306232,0.8360555764216963,Hibernating,Win-back,We Miss You Offer
243,-0.44471076,0.4776458036046629,Drifting,Reconnect,Usage Tips
244,-0.2827102,0.5406424506377943,Need Attention,Nurture,Product Recommendations
245,-0.42876577,0.1207011483040767,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
246,-0.47778514,0.9155986210005982,Hibernating,Win-back,We Miss You Offer
247,-0.23176521,0.568101180249684,Need Attention,Nurture,Product Recommendations
248,-0.46906978,0.0655221187657978,Potential Loyalists,Onboarding,Welcome Guide
249,-0.43520704,0.3266029615010826,Need Attention,Nurture,Product Recommendations
250,-0.41477686,0.6494586593863214,Need Attention,Nurture,Product Recommendations
251,-0.48166344,0.8344267296261073,Hibernating,Win-back,We Miss You Offer
252,-0.4351168,0.6882328418410415,Need Attention,Nurture,Product Recommendations
253,-0.38943985,0.2841111380777385,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
254,-0.02028898,0.3384089456765095,At Risk High,Personal Outreach,Free Shipping + 10% Off
255,-0.46524858,0.9146306378839906,Hibernating,Win-back,We Miss You Offer
256,0.029951716,0.458203397391152,At Risk High,Personal Outreach,Free Shipping + 10% Off
257,-0.46523654,0.9174516991532669,Hibernating,Win-back,We Miss You Offer
258,-0.46715412,0.7579151154430869,Hibernating,Win-back,We Miss You Offer
259,-0.21616831,0.6856677660062305,Need Attention,Nurture,Product Recommendations
260,-0.47252533,0.8977799099468986,Hibernating,Win-back,We Miss You Offer
261,-0.46913993,0.9117205193918908,Hibernating,Win-back,We Miss You Offer
262,-0.30985716,0.6534591703997404,Need Attention,Nurture,Product Recommendations
263,4.943044,0.0622074165680872,Champions,Reward Loyalty,Exclusive VIP Access
264,-0.47084078,0.9208885803636544,Hibernating,Win-back,We Miss You Offer
265,-0.46740964,0.9181135873300744,Hibernating,Win-back,We Miss You Offer
266,-0.15421106,0.298697571511037,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
267,-0.35982484,0.638904877812637,Need Attention,Nurture,Product Recommendations
268,2.4678783,0.1555671201971843,Champions,Reward Loyalty,Exclusive VIP Access
269,-0.13469668,0.2646213478890558,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
270,-0.2406212,0.0048014148125359,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
271,-0.18002972,0.1285069587355252,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
272,-0.42465842,0.6537464295751412,Need Attention,Nurture,Product Recommendations
273,-0.41530094,0.047463966656583,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
274,-0.012849332,0.0088589168163967,Champions,Reward Loyalty,Exclusive VIP Access
275,-0.47196776,0.7739411300594167,Hibernating,Win-back,We Miss You Offer
276,1.1751112,0.1301928462477402,Champions,Reward Loyalty,Exclusive VIP Access
277,-0.48660865,0.8546402383161167,Hibernating,Win-back,We Miss You Offer
278,-0.37047887,0.5419309030342762,Need Attention,Nurture,Product Recommendations
279,5.1422257,0.0432237509913657,Champions,Reward Loyalty,Exclusive VIP Access
280,-0.16259703,0.0198357564219479,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
281,-0.4826796,0.9407450337038205,Hibernating,Win-back,We Miss You Offer
282,2.6598082,0.010735256325626,Champions,Reward Loyalty,Exclusive VIP Access
283,-0.47084078,0.5254180239033133,Drifting,Reconnect,Usage Tips
284,-0.43520704,0.6086825122852074,Need Attention,Nurture,Product Recommendations
285,2.5783057,0.0166222509762915,Champions,Reward Loyalty,Exclusive VIP Access
286,3.2805784,0.0201036283526678,Champions,Reward Loyalty,Exclusive VIP Access
287,-0.30170983,0.530304350292124,Need Attention,Nurture,Product Recommendations
288,-0.49248835,0.1646725882830829,Potential Loyalists,Onboarding,Welcome Guide
289,-0.48441455,0.579797913088627,Drifting,Reconnect,Usage Tips
290,-0.4219802,0.9191143592292148,At Risk,Re-engagement Campaign,15% Discount
291,-0.4406666,0.6615432107900457,Need Attention,Nurture,Product Recommendations
292,-0.47708222,0.0911444494738387,Potential Loyalists,Onboarding,Welcome Guide
293,-0.49602085,0.9192165185365656,Hibernating,Win-back,We Miss You Offer
294,-0.11850843,0.4482778906370078,Need Attention,Nurture,Product Recommendations
295,1.2249266,0.0027076700825683,Champions,Reward Loyalty,Exclusive VIP Access
296,-0.33574805,0.4651703698420981,Need Attention,Nurture,Product Recommendations
297,0.03780526,0.5189810406238385,At Risk High,Personal Outreach,Free Shipping + 10% Off
298,-0.08684321,0.0081058021937368,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
299,-0.4715321,0.801314798100395,Hibernating,Win-back,We Miss You Offer
300,1.0004107,0.114318752725048,Champions,Reward Loyalty,Exclusive VIP Access
301,-0.27569157,0.0152514249006578,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
302,-0.444801,0.7882550479550636,Hibernating,Win-back,We Miss You Offer
303,1.3347901,0.0626466241196496,Champions,Reward Loyalty,Exclusive VIP Access
304,-0.16240625,0.2730592622399971,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
305,-0.360015,0.653576465523317,Need Attention,Nurture,Product Recommendations
306,-0.4855454,0.9131127936498832,Hibernating,Win-back,We Miss You Offer
307,-0.4733739,0.9511534680600668,Hibernating,Win-back,We Miss You Offer
308,-0.4857058,0.5311379579802452,Drifting,Reconnect,Usage Tips
309,0.51642734,0.2410081943244953,Champions,Reward Loyalty,Exclusive VIP Access
310,-0.4560846,0.6491502896887431,Drifting,Reconnect,Usage Tips
311,-0.17791648,0.4627033943014105,Need Attention,Nurture,Product Recommendations
312,-0.4352772,0.7030027883884042,At Risk,Re-engagement Campaign,15% Discount
313,-0.4924182,0.0802053599917828,Potential Loyalists,Onboarding,Welcome Guide
314,-0.0839456,0.0403727735567959,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
315,-0.21683377,0.0080571731989314,Loyal Customers,Upsell / Cross-sell,Buy 1 Get 1 Free
316,-0.4555878,0.8970498736013053,Hibernating,Win-back,We Miss You Offer
317,-0.46736506,0.4771228679459045,Drifting,Reconnect,Usage Tips
318,-0.47359744,0.3338116009959316,Drifting,Reconnect,Usage Tips
319,1.3435751,0.2267920482670254,Champions,Reward Loyalty,Exclusive VIP Access
320,-0.46229956,0.6939611833797658,Drifting,Reconnect,Usage Tips
321,1.2308978,0.2276543379314397,Champions,Reward Loyalty,Exclusive VIP Access
322,-0.056340918,0.3528888947095586,At Risk High,Personal Outreach,Free Shipping + 10% Off
323,-0.48114872,0.8625923475222598,Hibernating,Win-back,We Miss You Offer
324,-0.13547954,0.5859496023854385,Need Attention,Nurture,Product Recommendations
325,-0.21766466,0.6215338368117124,Need Attention,Nurture,Product Recommendations
326,-0.10848087,0.633308154176106,Need Attention,Nurture,Product Recommendations
327,-0.49786696,0.4079964671020477,Drifting,Reconnect,Usage Tips
328,-0.48787078,0.8502567929334218,Hibernating,Win-back,We Miss You Offer
329,-0.42096105,0.9331505731767252,At Risk,Re-engagement Campaign,15% Discount
330,-0.13169816,0.470131284260034,Need Attention,Nurture,Product Recommendations
331,-0.49657398,0.9237162163177868,Hibernating,Win-back,We Miss You Offer
332,-0.1941674,0.4325531447039439,Need Attention,Nurture,Product Recommendations
333,-0.4720379,0.6006780107780828,Drifting,Reconnect,Usage Tips
334,3.9433308,0.0180763318263227,Champions,Reward Loyalty,Exclusive VIP Access
335,-0.44660354,0.7668722419945996,Hibernating,Win-back,We Miss You Offer
336,-0.4208859,0.7403505387308451,At Risk,Re-engagement Campaign,15% Discount
337,-0.48563564,0.6257655179218335,Drifting,Reconnect,Usage Tips
338,-0.49266523,0.1011446630038843,Potential Loyalists,Onboarding,Welcome Guide
339,-0.44559595,0.6837115058273336,Drifting,Reconnect,Usage Tips
340,-0.28162062,0.4734152505532612,Need Attention,Nurture,Product Recommendations
341,-0.4793254,0.5643582634299316,Drifting,Reconnect,Usage Tips
342,0.40420827,0.0061349020195094,Champions,Reward Loyalty,Exclusive VIP Access
343,0.5636664,0.1318858256708042,Champions,Reward Loyalty,Exclusive VIP Access
344,-0.05167858,0.0044389944865962,Champions,Reward Loyalty,Exclusive VIP Access
345,-0.4896756,0.9212176482602707,Hibernating,Win-back,We Miss You Offer
